product_name,overall_rating,no_ratings,no_reviews,rating,title,review,cleaned_text,textblob_sentiment_seq,textblob_polarity_seq,textblob_sentiment_par,textblob_polarity_par,roberta_sentiment_seq,roberta_confidence_seq,roberta_sentiment_par,roberta_confidence_par
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,4,Delightful,Good for business work,good business work,positive,0.7,positive,0.7,positive,0.8436288833618164,positive,0.8436288833618164
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,4,Wonderful,Good,good,positive,0.7,positive,0.7,positive,0.6844374537467957,positive,0.6844374537467957
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Using Mac after being a Windows user for almost 13 years.,"I have been using Windows for the past 13-odd years. Although I am a huge Apple fan and hence decided to buy this machine. I am writing this review after 1 month of usage.

The performance it delivers is just unmatched. On practical usage, it can easily beat the high-end Windows laptops. You are gonna love it from the moment you unbox it and would kinda wanna eat it once it falls in your hands.

The Apple silicon laptops really over-deliver than their on-paper specs. If it fits your budget...
READ MORE",using windows past 13odd years although huge apple fan hence decided buy machine writing review month usage performance delivers unmatched practical usage easily beat highend windows laptops gonna love moment unbox would kinda wanna eat falls hands apple silicon laptops really overdeliver onpaper specs fits budget read,positive,0.2972222222222222,positive,0.2972222222222222,positive,0.9305050373077393,positive,0.9305050373077393
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Great product,Superb,superb,positive,1.0,positive,1.0,positive,0.9032238125801086,positive,0.9032238125801086
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Simply awesome,Very nice product,nice product,positive,0.78,positive,0.78,positive,0.9448643922805786,positive,0.9448643922805786
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Perfect product!,"This is my first MacBook Air with M2 chip.
Space grey color.
Overall performance is very good.
Battery is Good.
Display is superb.
Finally I owned my Mac.

But I need laptop bag.",first macbook air chip space grey color overall performance good battery good display superb finally owned mac need laptop bag,positive,0.40142857142857136,positive,0.40142857142857136,positive,0.9512706398963928,positive,0.9512706398963928
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Classy product,"First time i have used macbook after windows and i would say i can't use windows again.beautiful display with amazing sound (specially dolby atmos feature) Performance of laptop is far better than windows top notch model laptops.

Flipkart delivery was worst part in this purchase.I have got this laptop 10 days after placing order and after making so much efforts.But overall i am satisfied with my purchase.",first time used macbook windows would say cant use windows againbeautiful display amazing sound specially dolby atmos feature performance laptop far better windows top notch model laptops flipkart delivery worst part purchasei got laptop days placing order making much effortsbut overall satisfied purchase,positive,0.21883116883116885,positive,0.21883116883116885,positive,0.9368667006492615,positive,0.9368667006492615
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Terrific,"The MacBook Air M2 is Apple's latest addition to its renowned lineup of ultraportable laptops, and it certainly has a lot to offer. With its sleek design, remarkable M2 chip, and impressive battery life, it's a compelling choice for many users. However, it's not without its downsides.

**Pros:**

1. **Stunning Design:** The MacBook Air M2 maintains the iconic, slim, and lightweight design that Apple is known for. It's an absolute head-turner with its aluminum chassis.

2. **M2 Chip Performanc...
READ MORE",macbook air apples latest addition renowned lineup ultraportable laptops certainly lot offer sleek design remarkable chip impressive battery life compelling choice many users however without downsides pros stunning design macbook air maintains iconic slim lightweight design apple known absolute headturner aluminum chassis chip performanc read,positive,0.49642857142857144,positive,0.49642857142857144,positive,0.9498800039291382,positive,0.9498800039291382
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Highly recommended,Just go for it. Performance and beauty is really amazing. 😻,performance beauty really amazing,positive,0.6000000000000001,positive,0.6000000000000001,positive,0.9830101132392883,positive,0.9830101132392883
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Super!,Design and build quality is excellent🤩... Performance is good enough for most users🙃... Handles day to day tasks with ease😉... Battery life is mind benging😅... Overall bang for the buck😎,design build quality excellent performance good enough users handles day day tasks ease battery life mind benging overall bang buck,positive,0.3,positive,0.3,positive,0.9775509238243103,positive,0.9775509238243103
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,4,Very Good,Nice Experience with mac,nice experience mac,positive,0.6,positive,0.6,positive,0.944350004196167,positive,0.944350004196167
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Perfect product!,"Just as expected,Awesome!",expectedawesome,neutral,0.0,neutral,0.0,positive,0.9817310571670532,positive,0.9817310571670532
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Highly recommended,"I'm reviewing after 2 months, honestly I assure that I have used many laptops but this is the most experience ever. Literally M2's have crucial or beast performance no doubt. It's feel like butter on a hot pan, and I suggest if you purchase M2 you should be go for the starlight colour seriously colour is very unique.",reviewing months honestly assure used many laptops experience ever literally m2s crucial beast performance doubt feel like butter hot pan suggest purchase starlight colour seriously colour unique,positive,0.28630952380952385,positive,0.28630952380952385,positive,0.940654456615448,positive,0.940654456615448
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Must buy!,EXPENSIVE BUT AMAZING! 🤯,expensive amazing,positive,0.12500000000000006,positive,0.12500000000000006,positive,0.9798968434333801,positive,0.9798968434333801
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Must buy!,Awesome ✨❤️,awesome,positive,1.0,positive,1.0,positive,0.9815903306007385,positive,0.9815903306007385
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,4,Wonderful,Expected better. Has hinge problem,expected better hinge problem,positive,0.2,positive,0.2,neutral,0.5206677913665771,neutral,0.5206677913665771
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Fabulous!,"2 weeks review, product is very optimal in performance, price a bit high but overall product satisfaction is always there when ever u purchase an apple product, would take time to get used to its apps those who r used to working on windows like I am. Good buy 👍",weeks review product optimal performance price bit high overall product satisfaction always ever purchase apple product would take time get used apps used working windows like good buy,positive,0.265,positive,0.265,positive,0.9646708369255066,positive,0.9646708369255066
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Brilliant,"Amazing Display, battery and performance is super efficient, best product at a best price with the credit card discount.

Lastly the new Starlight colour just looks 😍 fantastic...",amazing display battery performance super efficient best product best price credit card discount lastly new starlight colour looks fantastic,positive,0.49567099567099565,positive,0.49567099567099565,positive,0.984152615070343,positive,0.984152615070343
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,4,Nice product,Well I am a software developer. The laptop heats up really quickly. And once it does the device starts to lag,well software developer laptop heats really quickly device starts lag,positive,0.3333333333333333,positive,0.3333333333333333,neutral,0.5702635049819946,neutral,0.5702635049819946
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Classy product,"Awesome battery backup, performance wise no complaints , slick design and loved the midnight colour.... Although it's a fingerprint magnet

Delivery experience was very good",awesome battery backup performance wise complaints slick design loved midnight colour although fingerprint magnet delivery experience good,positive,0.6119999999999999,positive,0.6119999999999999,positive,0.9778215885162354,positive,0.9778215885162354
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Best in the market!,"Best machine
Super slim
Superb battery backup
Superb performance
Superb display
Premium design
Nice packaging
100% genuine
Far better than windows laptp",best machine super slim superb battery backup superb performance superb display premium design nice packaging 100 genuine far better windows laptp,positive,0.6592592592592592,positive,0.6592592592592592,positive,0.9403808116912842,positive,0.9403808116912842
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Highly recommended,Blindly go for Macbook if your budget allows. No other laptop can provide this quality and premiumness,blindly macbook budget allows laptop provide quality premiumness,negative,-0.21875,negative,-0.21875,positive,0.6134891510009766,positive,0.6134891510009766
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Excellent,Prefect product and perfect price. I bought this mac for 78k in big billion days. I have been using this for 3 days now. It is working properly and had no starches. It's perfectly original and the packaging was also good. Really satisfied.,prefect product perfect price bought mac 78k big billion days using days working properly starches perfectly original packaging also good really satisfied,positive,0.4291666666666667,positive,0.4291666666666667,positive,0.9830353260040283,positive,0.9830353260040283
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Awesome,Most powerful laptop out there.,powerful laptop,positive,0.4,positive,0.4,positive,0.9572617411613464,positive,0.9572617411613464
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,4,Good quality product,I ordered Macbook Air - 8GB RAM and 512GB Storage. I am happy with this product. It's expensive but it is valuable product and worth to have it. I am also happy with Flipkart services. I received it within 3 days. I recommended to buy this kind of expensive product from Flipkart as well.,ordered macbook air 8gb ram 512gb storage happy product expensive valuable product worth also happy flipkart services received within days recommended buy kind expensive product flipkart well,positive,0.25,positive,0.25,positive,0.9616485238075256,positive,0.9616485238075256
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Best in the market!,"The deep midnight color is striking and adds a touch of elegance. The viewing experience is truly remarkable, providing vivid and immersive visuals. It's suitable for standard video and photo editing tasks. However, for users engaging in intensive video editing, it is advisable to choose the 512GB storage option due to the slower SSD speed of the 256GB model. Overall, considering the features and performance at this price point, it's a compelling deal.",deep midnight color striking adds touch elegance viewing experience truly remarkable providing vivid immersive visuals suitable standard video photo editing tasks however users engaging intensive video editing advisable choose 512gb storage option due slower ssd speed 256gb model overall considering features performance price point compelling deal,positive,0.25,positive,0.25,positive,0.933353066444397,positive,0.933353066444397
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Classy product,"First time i have purchased a apple macbook and i am fully satisfied with the product, the design and looks of this are insane and just loves the product very much and the midnight colour is awesome, definitely value for money.",first time purchased apple macbook fully satisfied product design looks insane loves product much midnight colour awesome definitely value money,positive,0.16833333333333333,positive,0.16833333333333333,positive,0.9894701242446899,positive,0.9894701242446899
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Awesome,Just moved from my old macbook air to M2 air. Overall the laptop is fast and capable of doing all the tasks required. Battery backup is very good. Overall happy with the purchase.,moved old macbook air air overall laptop fast capable tasks required battery backup good overall happy purchase,positive,0.3157142857142857,positive,0.3157142857142857,positive,0.9568623900413513,positive,0.9568623900413513
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Terrific purchase,"The product is osm, you can go with this without any hesitation
I am writing the review almost purchasing after 2 months.
Display and design 10/10
Speaker and camera 10/10
Performance and build quality 10/10
Battery backup 10/10 unbelievable

I am very happy to purchase this and using this very smoothly no lagging any type i am work this MacBook almost 15 hours per day office purpose very very nice choice and i am running the coding apps on the mac till now no lagging seen. It is working ve...
READ MORE",product osm without hesitation writing review almost purchasing months display design 1010 speaker camera 1010 performance build quality 1010 battery backup 1010 unbelievable happy purchase using smoothly lagging type work macbook almost hours per day office purpose nice choice running coding apps mac till lagging seen working read,positive,0.354,positive,0.354,positive,0.972615659236908,positive,0.972615659236908
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Awesome,"It's my first macbook. It was totally a different feeling to own it. Right from its aesthetic finish look to its performance... All r just amazing. Silver macbook has different royalty and classic touch. The sleek design and light weight makes it to carry wherever and whenever. The M2 chip does the work. The transfers and downloads were way faster. The battery life is fine... Camera is great... Overall, if u really want to shift from windows to MacOS then just go for it. Apart from the cost,...
READ MORE",first macbook totally different feeling right aesthetic finish look performance amazing silver macbook different royalty classic touch sleek design light weight makes carry wherever whenever chip work transfers downloads way faster battery life fine camera great overall really want shift windows macos apart cost read,positive,0.32454212454212455,positive,0.32454212454212455,positive,0.9772089719772339,positive,0.9772089719772339
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Super!,"So beautiful,so elegant,just looking like a wow, starlight colour wow😍",beautifulso elegantjust looking like wow starlight colour wow,positive,0.1,positive,0.1,positive,0.9774169921875,positive,0.9774169921875
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Perfect product!,"The MacBook Air M2 truly sets a new standard in performance and portability. Powered by the impressive M2 chip, it effortlessly handles demanding tasks while maintaining remarkable speed and efficiency. The sleek design, lightweight build, and vibrant Retina display make it a joy to use on the go. With its exceptional battery life and immersive audio, the MacBook Air M2 offers an unparalleled experience for both work and entertainment. It's a remarkable laptop that perfectly balances power an...
READ MORE",macbook air truly sets new standard performance portability powered impressive chip effortlessly handles demanding tasks maintaining remarkable speed efficiency sleek design lightweight build vibrant retina display make joy use exceptional battery life immersive audio macbook air offers unparalleled experience work entertainment remarkable laptop perfectly balances power read,positive,0.5336088154269972,positive,0.5336088154269972,positive,0.9726075530052185,positive,0.9726075530052185
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,3,Fair,Just a hype.,hype,neutral,0.0,neutral,0.0,neutral,0.5766869187355042,neutral,0.5766869187355042
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,4,Delightful,"It's a excellent choice, specially if you are buying it for work, free lancing and to learn new skills, It is great in both performance and battery in this price. Absolutely buy it. Giving it a 4 star as the piece I got has a little tight hinge and it won't open single handedly, which doesn't give a good Impression, and I can't even return it now and have to go apple service centre, But be real everybody doesn't have time to waste a whole day for this problem.",excellent choice specially buying work free lancing learn new skills great performance battery price absolutely buy giving star piece got little tight hinge wont open single handedly doesnt give good impression cant even return apple service centre real everybody doesnt time waste whole day problem,positive,0.23971474953617816,positive,0.23971474953617816,positive,0.9316425323486328,positive,0.9316425323486328
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,4,Very Good,Very good battery 🔋 and performance,good battery performance,positive,0.9099999999999999,positive,0.9099999999999999,positive,0.9665438532829285,positive,0.9665438532829285
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Super!,Good,good,positive,0.7,positive,0.7,positive,0.6844374537467957,positive,0.6844374537467957
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Must buy!,"Happy with the delivery; got it early in the same day, although expected was 3 days from the order.

Thought to buy asus oled additionally but it very much matches that quality and punchiness in colors!",happy delivery got early day although expected days order thought buy asus oled additionally much matches quality punchiness colors,positive,0.225,positive,0.225,positive,0.969953715801239,positive,0.969953715801239
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Best in the market!,"Review after 1 week
Performance 10/10
Display 10/10
Easier to use
Light weight like we hold a book in hand 👌
Happy with the product and installation speed as well as top notch on transferring data.
My first Macbook after Windows...",review week performance 1010 display 1010 easier use light weight like hold book hand happy product installation speed well top notch transferring data first macbook windows,positive,0.48750000000000004,positive,0.48750000000000004,positive,0.9484665393829346,positive,0.9484665393829346
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Super!,"Shifted from Windows to MacOS after using Windows till date. Takes a little time to get used to the new OS. But oh Boy!
-Its fast, smooth, light weight, super portable and a delight to work with.
- Display is amazing
- Speakers are loud
- No heating issues
- The biggest Highlight is the battery backup - runs well for a good 15-18 hrs on normal work usage
- Keyboard is fantastic, crisp, firm

The only negatives:
- the midnight color is a fingerprint magnet
- port selection is super limited",shifted windows macos using windows till date takes little time get used new boy fast smooth light weight super portable delight work display amazing speakers loud heating issues biggest highlight battery backup runs well good 1518 hrs normal work usage keyboard fantastic crisp firm negatives midnight color fingerprint magnet port selection super limited,positive,0.22363704004329005,positive,0.22363704004329005,positive,0.8831425309181213,positive,0.8831425309181213
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Just wow!,Excellent 👌😉,excellent,positive,1.0,positive,1.0,positive,0.9711037874221802,positive,0.9711037874221802
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Classy product,"Best laptop in this price (73K in big billion day Sale)

Pros:
Thinner and lighter
Liquid retina display
Good 1080p webcam
Fastest M2 chip
Long battery life (lasts more than a day)
No fan noise
Smooth Mac OS
Loud and clear audio quality

Features missing in this price range:
Touch screen
Oled display
Atleast 512 gb storage
Refresh rate (atleast 90hz)
Fast charging
Tablet mode",best laptop price 73k big billion day sale pros thinner lighter liquid retina display good 1080p webcam fastest chip long battery life lasts day fan noise smooth mac loud clear audio quality features missing price range touch screen oled display atleast 512 storage refresh rate atleast 90hz fast charging tablet mode,positive,0.275,positive,0.275,positive,0.8795539140701294,positive,0.8795539140701294
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,"15,210",900,5,Perfect product!,"If you need a laptop for parsonal uses , editing, coding, and much more at the best price range,
Not for gaming, if you play smaller game like 200mb the machine gonna too hot 🔥 if you are not a gamer then go for it...",need laptop parsonal uses editing coding much best price range gaming play smaller game like 200mb machine gonna hot gamer,positive,0.27,positive,0.27,neutral,0.5210285186767578,neutral,0.5210285186767578
